time(sec.) 	 T(degreeC.) 	 Q(W.) 
701 	 39.416000 	 80.000000 
702 	 39.512000 	 80.000000 
703 	 39.622000 	 80.000000 
704 	 39.696000 	 80.000000 
705 	 39.717000 	 80.000000 
706 	 39.758000 	 80.000000 
707 	 39.740000 	 80.000000 
708 	 39.798000 	 80.000000 
709 	 39.761000 	 80.000000 
710 	 39.812000 	 80.000000 
711 	 39.844000 	 80.000000 
712 	 39.783000 	 80.000000 
713 	 39.740000 	 80.000000 
714 	 39.780000 	 80.000000 
715 	 39.719000 	 80.000000 
716 	 39.762000 	 80.000000 
717 	 39.832000 	 80.000000 
718 	 39.811000 	 80.000000 
719 	 39.824000 	 80.000000 
720 	 39.860000 	 80.000000 
721 	 39.897000 	 80.000000 
722 	 39.823000 	 80.000000 
723 	 39.862000 	 80.000000 
724 	 39.888000 	 80.000000 
725 	 39.900000 	 80.000000 
726 	 39.927000 	 80.000000 
727 	 39.937000 	 80.000000 
728 	 39.936000 	 80.000000 
729 	 39.917000 	 80.000000 
730 	 39.986000 	 80.000000 
731 	 40.022000 	 80.000000 
732 	 40.100000 	 80.000000 
733 	 40.117000 	 80.000000 
734 	 40.183000 	 80.000000 
735 	 40.250000 	 79.900000 
736 	 40.209000 	 79.600000 
737 	 40.147000 	 77.200000 
738 	 40.175000 	 77.000000 
739 	 40.110000 	 76.800000 
740 	 40.121000 	 76.600000 
741 	 40.167000 	 76.300000 
742 	 40.144000 	 75.900000 
743 	 40.196000 	 75.800000 
744 	 40.257000 	 75.300000 
745 	 40.204000 	 75.100000 
746 	 40.138000 	 75.000000 
747 	 40.088000 	 75.000000 
748 	 40.142000 	 75.000000 
749 	 40.156000 	 75.000000 
750 	 40.119000 	 75.000000 
751 	 40.089000 	 75.000000 
752 	 40.099000 	 75.000000 
753 	 40.131000 	 75.000000 
754 	 40.197000 	 75.000000 
755 	 40.225000 	 75.000000 
756 	 40.064000 	 75.000000 
757 	 40.011000 	 75.000000 
758 	 39.968000 	 75.000000 
759 	 39.983000 	 75.000000 
760 	 40.124000 	 75.000000 
761 	 40.198000 	 75.000000 
762 	 40.229000 	 75.000000 
763 	 40.293000 	 75.000000 
764 	 40.351000 	 75.000000 
765 	 40.358000 	 75.000000 
766 	 40.350000 	 75.000000 
767 	 40.296000 	 75.000000 
768 	 40.088000 	 75.000000 
769 	 39.952000 	 75.000000 
770 	 39.946000 	 75.000000 
771 	 39.919000 	 75.000000 
772 	 39.947000 	 75.000000 
773 	 39.965000 	 75.000000 
774 	 39.993000 	 75.000000 
775 	 40.060000 	 75.000000 
776 	 40.073000 	 75.000000 
777 	 40.087000 	 75.000000 
778 	 40.196000 	 75.000000 
779 	 40.257000 	 75.000000 
780 	 40.253000 	 75.000000 
781 	 40.261000 	 75.000000 
782 	 40.239000 	 75.000000 
783 	 40.193000 	 75.000000 
784 	 40.356000 	 75.000000 
785 	 40.392000 	 75.000000 
786 	 40.395000 	 75.000000 
787 	 40.468000 	 75.000000 
788 	 40.412000 	 75.000000 
789 	 40.357000 	 75.000000 
790 	 40.459000 	 75.000000 
791 	 40.433000 	 75.000000 
792 	 40.415000 	 75.000000 
793 	 40.498000 	 75.000000 
794 	 40.528000 	 75.000000 
795 	 40.548000 	 75.000000 
796 	 40.532000 	 75.000000 
797 	 40.562000 	 75.000000 
798 	 40.596000 	 75.000000 
799 	 40.551000 	 75.000000 
800 	 40.651000 	 74.800000 
801 	 40.573000 	 71.400000 
802 	 40.625000 	 69.200000 
803 	 40.629000 	 69.400000 
804 	 40.583000 	 69.700000 
805 	 40.583000 	 70.000000 
806 	 40.585000 	 70.000000 
807 	 40.641000 	 70.000000 
808 	 40.668000 	 70.000000 
809 	 40.605000 	 70.000000 
810 	 40.633000 	 70.000000 
811 	 40.583000 	 70.000000 
812 	 40.565000 	 70.000000 
813 	 40.444000 	 70.000000 
814 	 40.367000 	 70.000000 
