
,t,E,I,assortment
,41.0,0.181488186120987,5.26919513940811E-5,C
,41.1,0.179460540413857,5.25780282914639E-5,C
,41.2,0.17745977640152,5.24438247084618E-5,C
,41.3,0.175468608736992,5.23115210235119E-5,C
,41.4,0.173397913575172,5.21594434976578E-5,C
,41.5,0.171462625265121,5.20106703042984E-5,C
,41.6,0.16950948536396,5.18489107489586E-5,C
,41.7,0.16753152012825,5.16768768429756E-5,C
,41.8,0.165409743785858,5.14860264956951E-5,C
,41.9,0.163362175226212,5.12905791401863E-5,C
,42.0,0.161597698926926,5.1097571849823E-5,C
,42.1,0.159503117203712,5.08728101849556E-5,C
,42.2,0.157535865902901,5.06398901343346E-5,C
,42.3,0.155523657798767,5.03967925906181E-5,C
,42.4,0.153448194265366,5.01266270875931E-5,C
,42.5,0.151509463787079,4.98663410544395E-5,C
,42.6,0.149419590830803,4.95559424161911E-5,C
,42.7,0.1474978774786,4.92546558380127E-5,C
,42.8,0.145428463816643,4.89190481603146E-5,C
,42.9,0.143449380993843,4.85694445669651E-5,C
,43.0,0.141408041119576,4.81970421969891E-5,C
,43.1,0.139401689171791,4.78123761713505E-5,C
,43.2,0.137454733252525,4.74045984447002E-5,C
,43.3,0.135422080755234,4.69700880348682E-5,C
,43.4,0.133438512682915,4.6508215367794E-5,C
,43.5,0.131274148821831,4.6022679656744E-5,C
,43.6,0.129446402192116,4.5522253960371E-5,C
,43.7,0.127376183867455,4.49980795383453E-5,C
,43.8,0.125448063015938,4.44366969168186E-5,C
,43.9,0.123363643884659,4.3858464807272E-5,C
,44.0,0.121457375586033,4.32516895234585E-5,C
,44.1,0.119529031217098,4.26086783409119E-5,C
,44.2,0.117590218782425,4.19492721557617E-5,C
,44.3,0.115531355142593,4.12613749504089E-5,C
,44.4,0.113569185137749,4.05361019074917E-5,C
,44.5,0.111563265323639,3.98006811738014E-5,C
,44.6,0.109555169939995,3.90185378491879E-5,C
,44.7,0.107443384826183,3.82250770926476E-5,C
,44.8,0.10546512901783,3.73942814767361E-5,C
,44.9,0.103523828089237,3.65618616342545E-5,C
,45.0,0.10154939442873,3.56951653957367E-5,C
,45.1,0.0995425805449486,3.48153822124004E-5,C
,45.2,0.0974980965256691,3.39032337069511E-5,C
,45.3,0.0955287888646126,3.29862497746944E-5,C
,45.4,0.093426451086998,3.2046627253294E-5,C
,45.5,0.0915725827217102,3.11209727078676E-5,C
,45.6,0.0895320028066635,3.01569998264313E-5,C
,45.7,0.0874690413475037,2.91992779821157E-5,C
,45.8,0.0854909494519234,2.82540395855904E-5,C
,45.9,0.0835655257105827,2.7278920635581E-5,C
,46.0,0.0815446972846985,2.6337306946516E-5,C
,46.1,0.0795807614922523,2.53877714276314E-5,C
,46.2,0.0775280073285103,2.44476851075888E-5,C
,46.3,0.0755145028233528,2.35369019210339E-5,C
,46.4,0.0735889375209808,2.26337034255266E-5,C
,46.5,0.071505181491375,2.17431373894215E-5,C
,46.6,0.0695319399237633,2.08841767162085E-5,C
,46.7,0.0675968751311302,2.00657900422812E-5,C
,46.8,0.0656482130289078,1.92529372870922E-5,C
,46.9,0.0635058209300041,1.84840429574251E-5,C
,47.0,0.0615829415619373,1.77517104893923E-5,C
,47.1,0.0596129223704338,1.70557480305433E-5,C
,47.2,0.0575362183153629,1.63818299770355E-5,C
,47.3,0.0555333830416203,1.57606936991215E-5,C
,47.4,0.0535754561424255,1.516745518893E-5,C
,47.5,0.0515480227768421,1.46182281896472E-5,C
,47.6,0.049609113484621,1.40937911346555E-5,C
,47.7,0.0475593991577625,1.36275487020612E-5,C
,47.8,0.0455860495567322,1.31873833015561E-5,C
,47.9,0.043588750064373,1.27906817942858E-5,C
,48.0,0.0415484048426151,1.24107105657458E-5,C
,48.1,0.0395592972636223,1.20702311396599E-5,C
,48.2,0.0374255515635014,1.1747476644814E-5,C
,48.3,0.0354604758322239,1.14677380770445E-5,C
,48.4,0.0335412062704563,1.12045565620065E-5,C
,48.5,0.0315268225967884,1.09675526618958E-5,C
,48.6,0.0295429807156324,1.07464687898755E-5,C
,48.7,0.0275533199310303,1.05456970632076E-5,C
,48.8,0.0255055967718363,1.03446766734123E-5,C
,48.9,0.0236388370394707,1.01688597351313E-5,C
,49.0,0.0214818697422743,9.97552182525396E-6,C
,49.1,0.0195370651781559,9.81227774173021E-6,C
,49.2,0.0174742117524147,9.62059199810028E-6,C
,49.3,0.0155077846720815,9.45060607045889E-6,C
,49.4,0.0135226333513856,9.27127711474895E-6,C
,49.5,0.0115640703588724,9.08668711781502E-6,C
,49.6,0.0095678148791194,8.89040343463421E-6,C
,49.7,0.00758403120562434,8.69027152657509E-6,C
,49.8,0.00556625658646226,8.47265031188726E-6,C
,49.9,0.00349735701456666,8.25393386185169E-6,C
,50.0,0.00161091145128012,8.02920013666153E-6,C

